0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
347 silly ADD node_modules/@vitest/snapshot
348 silly ADD node_modules/@vitest/runner
349 silly ADD node_modules/@vitest/pretty-format
350 silly ADD node_modules/@vitest/mocker
351 silly ADD node_modules/@vitest/mocker/node_modules/estree-walker
352 silly ADD node_modules/@vitest/expect
353 silly ADD node_modules/@vitejs/plugin-vue
354 silly ADD node_modules/@types/web-bluetooth
355 silly ADD node_modules/@types/estree
356 silly ADD node_modules/@types/deep-eql
357 silly ADD node_modules/@types/chai
358 silly ADD node_modules/@standard-schema/spec
359 silly ADD node_modules/@rolldown/pluginutils
360 silly ADD node_modules/@rolldown/binding-win32-x64-msvc
361 silly ADD node_modules/@oxc-project/types
362 silly ADD node_modules/@oxc-project/runtime
363 silly ADD node_modules/@jridgewell/trace-mapping
364 silly ADD node_modules/@jridgewell/sourcemap-codec
365 silly ADD node_modules/@jridgewell/resolve-uri
366 silly ADD node_modules/@jridgewell/remapping
367 silly ADD node_modules/@jridgewell/gen-mapping
368 silly ADD node_modules/@esbuild/win32-x64
369 silly ADD node_modules/@babel/types
370 silly ADD node_modules/@babel/parser
371 silly ADD node_modules/@babel/helper-validator-identifier
372 silly ADD node_modules/@babel/helper-string-parser
373 verbose cwd D:\aitiku\frontend
374 verbose os Windows_NT 10.0.26200
375 verbose node v24.14.0
376 verbose npm  v11.9.0
377 verbose exit 0
378 info ok
